n,game_id,HomeTeam,AwayTeam,HomeScore,AwayScore,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home_ToP,TeamA_shotQuality,TeamB_shotQuality,TeamA_efficiency,TeamB_efficiency,TeamA_shotsToGoalsConversion,TeamB_shotsToGoalsConversion,TeamA_qualityOfPossession,TeamB_qualityOfPossession,TeamA_totalGoalsFor,TeamB_totalGoalsFor,TeamA_avgTimePossession,TeamB_avgTimePossession,TeamA_avgxG,TeamB_avgxG,TeamA_avgxGagainst,TeamB_avgxGagainst,TeamA_defEfficiency,TeamB_defEfficiency,TeamA_totalGoalsAgainst,TeamB_totalGoalsAgainst,TeamA_totalShotsAgainst,TeamB_totalShotsAgainst,TeamA_goalDifferential,TeamB_goalDifferential
371,game_2023_371,BAK,TUC,2,1,1.62,0.32,23,8,4,6,0,0,0,0,0.56,0.23840648707891,0.330244762022986,0.745151014337419,0.585087427873677,0.261356334719516,0.498261064597546,0.749181667147452,0.358889114595143,0.275862068965517,0.344827586206897,0.217864923747277,0.440087145969498,0.345098039215687,0.290196078431373,0.399267399267399,0.566849816849817,0.145908953432375,0.559226708083404,0.323529411764706,1.0,0.864285714285714,0.621428571428571,0.458333333333333,0.0208333333333333
372,game_2023_372,SPR,PRO,0,3,0.5,1.07,5,20,5,7,0,0,0,0,0.45,0.0208471564316035,0.142585531070856,0.0,0.131423538405976,0.950464160499166,0.883786867224716,0.632968549464841,0.458309759699621,0.862068965517241,0.896551724137931,0.0392156862745094,0.335511982570806,0.0106442577030812,0.332773109243698,0.417124542124541,0.440934065934066,0.318344676303503,0.218873791712534,0.735294117647059,0.205882352941176,0.671428571428571,0.835714285714286,0.520833333333333,0.916666666666667
373,game_2023_373,MAN,JAC,3,0,2.81,0.63,20,13,4,0,0,0,0,0,0.58,0.313397143954351,0.523648959926068,0.689686592918579,0.714363072881088,0.379593703627665,0.553497616834444,0.42837148390396,0.251752609759691,0.379310344827586,0.655172413793103,0.503267973856209,0.882352941176469,0.415126050420168,0.761344537815127,0.237179487179488,0.150641025641026,0.18370676960206,0.232189840519893,0.382352941176471,0.0,0.542857142857143,0.342857142857143,0.479166666666667,0.916666666666667
374,game_2023_374,EUG,OAK,0,0,0.72,1.02,14,11,5,7,0,0,1,0,0.47,0.0736094343804694,0.209834197560421,0.44220648876546,0.426057792980839,0.379832657733635,0.547658091493348,0.748325755349758,0.597764579041982,0.275862068965517,0.551724137931035,0.0,0.261437908496732,0.0,0.373109243697479,0.661630036630037,0.0329670329670323,0.685182420080427,0.0088485367998727,0.441176470588235,0.294117647058824,0.621428571428571,0.407142857142857,0.375,0.645833333333333
375,game_2023_375,SAS,BOI,3,3,2.42,1.32,11,17,8,0,0,0,0,0,0.53,0.121748313236144,0.383718314944547,0.436144021577213,0.831697135513398,0.439138528678609,0.320423927403879,0.546453040500561,0.694304221825842,0.551724137931035,0.448275862068966,0.494553376906319,0.366013071895425,0.473949579831933,0.814005602240896,0.133699633699634,0.155677655677656,0.0427675398948521,0.050581028680159,0.235294117647059,0.352941176470588,0.542857142857143,0.571428571428571,0.6875,0.541666666666667
376,game_2023_376,TAC,WIC,0,3,1.32,1.63,21,9,7,3,0,0,0,0,0.5,0.0531921335542789,0.0665497054933212,0.358690191147554,0.718898632367245,0.449783007144655,0.123380488508384,0.345131313424925,0.122191472985314,0.379310344827586,0.103448275862069,0.516339869281046,0.954248366013071,0.0577030812324929,0.220728291316526,0.724816849816851,1.0,0.489138676077906,1.0,0.852941176470588,0.705882352941177,0.935714285714286,0.75,0.145833333333333,0.0833333333333333
377,game_2023_377,DES,MOB,0,1,1.26,1.07,15,9,5,6,0,0,0,0,0.58,0.279935230979336,0.283240732138344,0.29816381400806,0.780875366691122,0.796126484273434,0.272733512626436,0.0705744767440761,0.0,0.586206896551724,0.0,0.758169934640522,0.607843137254901,0.150140056022409,0.100280112044819,0.183150183150183,0.681318681318681,0.253880983182406,0.599035652355132,0.352941176470588,0.352941176470588,0.371428571428571,0.742857142857143,0.625,0.270833333333333
378,game_2023_378,LRO,SJU,3,0,3.27,0.47,20,15,6,3,0,0,0,0,0.59,0.712425083514106,0.249700841341583,0.737740776520077,0.905336841357923,0.704442482155434,0.148691448574762,0.148860795196459,0.380988633170811,0.689655172413793,0.0,1.0,0.285403050108932,0.970868347338936,0.174229691876751,0.254120879120879,0.643315018315019,0.195066855804243,0.908708681025879,0.0294117647058823,0.735294117647059,0.557142857142857,0.378571428571429,0.916666666666667,0.0
379,game_2023_379,LAR,SFS,3,2,1.43,0.51,27,6,8,2,1,0,1,0,0.62,0.405192109985864,0.497373005375335,0.518452627777258,0.517567523755997,0.64865755137818,0.745935433683392,0.305302378740333,0.0096411649249535,0.517241379310345,0.689655172413793,0.577342047930282,0.965141612200435,0.456022408963586,0.743417366946779,0.0068681318681318,0.305860805860806,0.0,0.289391349271685,0.382352941176471,0.441176470588235,0.371428571428571,0.528571428571429,0.5625,0.625
380,game_2023_380,TOL,AUG,0,0,0.34,1.13,2,15,11,3,0,0,0,0,0.5,0.124204228897042,0.389669429205849,0.373346352947471,0.446569169145241,0.514045213920212,0.719933163806639,0.45560323715552,0.247747526967967,0.517241379310345,0.793103448275862,0.553376906318083,0.928104575163398,0.309803921568627,0.801120448179272,0.443223443223443,0.271978021978022,0.288363210743547,0.733429606556675,0.352941176470588,0.205882352941176,0.75,0.0357142857142857,0.583333333333333,0.854166666666667
381,game_2023_381,DOV,LRO,1,3,1.45,0.52,11,9,3,4,0,0,0,0,0.45,0.297557210782622,0.712425083514106,0.550210590676536,0.737740776520077,0.501869450945742,0.704442482155434,1.0,0.148860795196459,0.793103448275862,0.689655172413793,0.13507625272331,1.0,0.782072829131654,0.970868347338936,0.0,0.254120879120879,0.328796683137871,0.195066855804243,0.588235294117647,0.0294117647058823,0.0,0.557142857142857,0.583333333333333,0.916666666666667
382,game_2023_382,LAR,MAN,3,1,1.86,1.58,16,21,2,4,0,0,1,0,0.53,0.405192109985864,0.313397143954351,0.518452627777258,0.689686592918579,0.64865755137818,0.379593703627665,0.305302378740333,0.42837148390396,0.517241379310345,0.379310344827586,0.577342047930282,0.503267973856209,0.456022408963586,0.415126050420168,0.0068681318681318,0.237179487179488,0.0,0.18370676960206,0.382352941176471,0.382352941176471,0.371428571428571,0.542857142857143,0.5625,0.479166666666667
383,game_2023_383,OAK,ANC,0,7,1.43,1.66,21,10,4,2,0,0,0,0,0.43,0.209834197560421,0.469224306597343,0.426057792980839,0.736454473708852,0.547658091493348,0.481491009656465,0.597764579041982,0.7266495916312,0.551724137931035,0.724137931034483,0.261437908496732,0.400871459694989,0.373109243697479,0.92717086834734,0.0329670329670323,0.167582417582417,0.0088485367998727,0.384319798628673,0.294117647058824,0.088235294117647,0.407142857142857,0.207142857142857,0.645833333333333,0.895833333333333
384,game_2023_384,AUG,SJU,3,0,2.91,0.33,17,5,3,2,0,0,1,1,0.61,0.389669429205849,0.249700841341583,0.446569169145241,0.905336841357923,0.719933163806639,0.148691448574762,0.247747526967967,0.380988633170811,0.793103448275862,0.0,0.928104575163398,0.285403050108932,0.801120448179272,0.174229691876751,0.271978021978022,0.643315018315019,0.733429606556675,0.908708681025879,0.205882352941176,0.735294117647059,0.0357142857142857,0.378571428571429,0.854166666666667,0.0
385,game_2023_385,MOB,SFS,0,3,1.12,2.54,20,18,0,5,0,0,1,0,0.42,0.283240732138344,0.497373005375335,0.780875366691122,0.517567523755997,0.272733512626436,0.745935433683392,0.0,0.0096411649249535,0.0,0.689655172413793,0.607843137254901,0.965141612200435,0.100280112044819,0.743417366946779,0.681318681318681,0.305860805860806,0.599035652355132,0.289391349271685,0.352941176470588,0.441176470588235,0.742857142857143,0.528571428571429,0.270833333333333,0.625
386,game_2023_386,TUC,FAR,2,3,1.61,1.36,3,14,3,1,0,0,0,0,0.45,0.330244762022986,0.796547148511553,0.585087427873677,0.55960761757585,0.498261064597546,1.0,0.358889114595143,0.400218581745265,0.344827586206897,1.0,0.440087145969498,0.660130718954248,0.290196078431373,1.0,0.566849816849817,0.0810439560439559,0.559226708083404,0.106827842274156,1.0,0.176470588235294,0.621428571428571,0.371428571428571,0.0208333333333333,1.0
387,game_2023_387,CHM,PRO,1,3,2.17,1.92,19,12,5,5,0,0,0,0,0.5,0.0,0.142585531070856,0.806760390053371,0.131423538405976,0.0,0.883786867224716,0.384932177530867,0.458309759699621,0.0344827586206896,0.896551724137931,0.67755991285403,0.335511982570806,0.2593837535014,0.332773109243698,0.496336996336996,0.440934065934066,0.446709634694757,0.218873791712534,0.0294117647058823,0.205882352941176,0.642857142857143,0.835714285714286,0.520833333333333,0.916666666666667
388,game_2023_388,BOI,BAK,3,0,1.02,0.75,13,2,9,5,0,0,0,0,0.52,0.383718314944547,0.23840648707891,0.831697135513398,0.745151014337419,0.320423927403879,0.261356334719516,0.694304221825842,0.749181667147452,0.448275862068966,0.275862068965517,0.366013071895425,0.217864923747277,0.814005602240896,0.345098039215687,0.155677655677656,0.399267399267399,0.050581028680159,0.145908953432375,0.352941176470588,0.323529411764706,0.571428571428571,0.864285714285714,0.541666666666667,0.458333333333333
389,game_2023_389,FOR,ALB,0,2,2.15,1.13,18,13,2,0,0,0,0,0,0.71,1.0,0.39200440805192,1.0,0.519355407497304,0.691560655382254,0.633844957065494,0.060199644137893,0.464060606079411,0.517241379310345,0.551724137931035,0.910675381263615,0.357298474945534,0.824089635854342,0.36638655462185,0.72985347985348,0.512820512820513,0.443854489062318,0.395080968334526,0.676470588235294,0.794117647058824,1.0,0.728571428571429,0.354166666666667,0.291666666666667
390,game_2023_390,JAC,SPR,5,2,2.45,0.15,12,16,1,3,0,0,0,0,0.66,0.523648959926068,0.0208471564316035,0.714363072881088,0.0,0.553497616834444,0.950464160499166,0.251752609759691,0.632968549464841,0.655172413793103,0.862068965517241,0.882352941176469,0.0392156862745094,0.761344537815127,0.0106442577030812,0.150641025641026,0.417124542124541,0.232189840519893,0.318344676303503,0.0,0.735294117647059,0.342857142857143,0.671428571428571,0.916666666666667,0.520833333333333
391,game_2023_391,TOL,REN,3,1,1.49,1.33,19,17,6,9,0,0,0,1,0.48,0.124204228897042,0.224962223665508,0.373346352947471,0.60617608110139,0.514045213920212,0.372213484856172,0.45560323715552,0.341062682414029,0.517241379310345,0.413793103448276,0.553376906318083,0.734204793028321,0.309803921568627,0.487394957983194,0.443223443223443,0.198717948717948,0.288363210743547,0.137048030571805,0.352941176470588,0.205882352941176,0.75,0.535714285714286,0.583333333333333,0.625
392,game_2023_392,OAK,FOR,4,3,2.48,1.75,14,12,7,10,1,0,2,0,0.41,0.209834197560421,1.0,0.426057792980839,1.0,0.547658091493348,0.691560655382254,0.597764579041982,0.060199644137893,0.551724137931035,0.517241379310345,0.261437908496732,0.910675381263615,0.373109243697479,0.824089635854342,0.0329670329670323,0.72985347985348,0.0088485367998727,0.443854489062318,0.294117647058824,0.676470588235294,0.407142857142857,1.0,0.645833333333333,0.354166666666667
393,game_2023_393,CHM,MAN,1,1,1.18,1.33,19,10,5,5,0,0,0,0,0.53,0.0,0.313397143954351,0.806760390053371,0.689686592918579,0.0,0.379593703627665,0.384932177530867,0.42837148390396,0.0344827586206896,0.379310344827586,0.67755991285403,0.503267973856209,0.2593837535014,0.415126050420168,0.496336996336996,0.237179487179488,0.446709634694757,0.18370676960206,0.0294117647058823,0.382352941176471,0.642857142857143,0.542857142857143,0.520833333333333,0.479166666666667
394,game_2023_394,LEX,DES,4,5,0.27,1.85,11,13,5,3,0,0,0,0,0.37,0.294203728647082,0.279935230979336,0.725373218884525,0.29816381400806,0.329672883333663,0.796126484273434,0.809037778033173,0.0705744767440761,0.413793103448276,0.586206896551724,0.200435729847494,0.758169934640522,0.503641456582633,0.150140056022409,0.649267399267399,0.183150183150183,0.386439854389985,0.253880983182406,0.147058823529412,0.352941176470588,0.95,0.371428571428571,0.666666666666667,0.625
395,game_2023_395,BAK,SAS,1,2,1.56,1.56,14,19,7,4,0,0,0,0,0.42,0.23840648707891,0.121748313236144,0.745151014337419,0.436144021577213,0.261356334719516,0.439138528678609,0.749181667147452,0.546453040500561,0.275862068965517,0.551724137931035,0.217864923747277,0.494553376906319,0.345098039215687,0.473949579831933,0.399267399267399,0.133699633699634,0.145908953432375,0.0427675398948521,0.323529411764706,0.235294117647059,0.864285714285714,0.542857142857143,0.458333333333333,0.6875
396,game_2023_396,SPR,DOV,2,1,1.38,1.26,11,16,4,7,0,0,0,1,0.55,0.0208471564316035,0.297557210782622,0.0,0.550210590676536,0.950464160499166,0.501869450945742,0.632968549464841,1.0,0.862068965517241,0.793103448275862,0.0392156862745094,0.13507625272331,0.0106442577030812,0.782072829131654,0.417124542124541,0.0,0.318344676303503,0.328796683137871,0.735294117647059,0.588235294117647,0.671428571428571,0.0,0.520833333333333,0.583333333333333
397,game_2023_397,ALB,LRO,2,5,1.1,1.14,14,7,8,3,0,0,0,0,0.39,0.39200440805192,0.712425083514106,0.519355407497304,0.737740776520077,0.633844957065494,0.704442482155434,0.464060606079411,0.148860795196459,0.551724137931035,0.689655172413793,0.357298474945534,1.0,0.36638655462185,0.970868347338936,0.512820512820513,0.254120879120879,0.395080968334526,0.195066855804243,0.794117647058824,0.0294117647058823,0.728571428571429,0.557142857142857,0.291666666666667,0.916666666666667
398,game_2023_398,SJU,ANC,0,0,0.46,0.56,7,2,4,5,0,0,0,0,0.53,0.249700841341583,0.469224306597343,0.905336841357923,0.736454473708852,0.148691448574762,0.481491009656465,0.380988633170811,0.7266495916312,0.0,0.724137931034483,0.285403050108932,0.400871459694989,0.174229691876751,0.92717086834734,0.643315018315019,0.167582417582417,0.908708681025879,0.384319798628673,0.735294117647059,0.088235294117647,0.378571428571429,0.207142857142857,0.0,0.895833333333333
399,game_2023_399,REN,TUC,2,0,1.6,0.46,8,5,7,2,0,0,0,0,0.63,0.224962223665508,0.330244762022986,0.60617608110139,0.585087427873677,0.372213484856172,0.498261064597546,0.341062682414029,0.358889114595143,0.413793103448276,0.344827586206897,0.734204793028321,0.440087145969498,0.487394957983194,0.290196078431373,0.198717948717948,0.566849816849817,0.137048030571805,0.559226708083404,0.205882352941176,1.0,0.535714285714286,0.621428571428571,0.625,0.0208333333333333
400,game_2023_400,MOB,JAC,0,0,1.54,0.87,15,11,6,8,0,0,0,0,0.43,0.283240732138344,0.523648959926068,0.780875366691122,0.714363072881088,0.272733512626436,0.553497616834444,0.0,0.251752609759691,0.0,0.655172413793103,0.607843137254901,0.882352941176469,0.100280112044819,0.761344537815127,0.681318681318681,0.150641025641026,0.599035652355132,0.232189840519893,0.352941176470588,0.0,0.742857142857143,0.342857142857143,0.270833333333333,0.916666666666667
401,game_2023_401,LAR,AUG,0,3,0.84,1.38,14,15,4,4,0,0,0,0,0.36,0.405192109985864,0.389669429205849,0.518452627777258,0.446569169145241,0.64865755137818,0.719933163806639,0.305302378740333,0.247747526967967,0.517241379310345,0.793103448275862,0.577342047930282,0.928104575163398,0.456022408963586,0.801120448179272,0.0068681318681318,0.271978021978022,0.0,0.733429606556675,0.382352941176471,0.205882352941176,0.371428571428571,0.0357142857142857,0.5625,0.854166666666667
402,game_2023_402,FAR,BOI,2,0,2.55,0.57,19,7,6,3,0,0,0,0,0.55,0.796547148511553,0.383718314944547,0.55960761757585,0.831697135513398,1.0,0.320423927403879,0.400218581745265,0.694304221825842,1.0,0.448275862068966,0.660130718954248,0.366013071895425,1.0,0.814005602240896,0.0810439560439559,0.155677655677656,0.106827842274156,0.050581028680159,0.176470588235294,0.352941176470588,0.371428571428571,0.571428571428571,1.0,0.541666666666667
403,game_2023_403,SFS,TAC,2,2,1.86,0.91,15,14,1,5,1,0,2,0,0.6,0.497373005375335,0.0531921335542789,0.517567523755997,0.358690191147554,0.745935433683392,0.449783007144655,0.0096411649249535,0.345131313424925,0.689655172413793,0.379310344827586,0.965141612200435,0.516339869281046,0.743417366946779,0.0577030812324929,0.305860805860806,0.724816849816851,0.289391349271685,0.489138676077906,0.441176470588235,0.852941176470588,0.528571428571429,0.935714285714286,0.625,0.145833333333333
404,game_2023_404,WIC,EUG,5,1,1.68,0.69,15,4,4,6,0,0,0,0,0.48,0.0665497054933212,0.0736094343804694,0.718898632367245,0.44220648876546,0.123380488508384,0.379832657733635,0.122191472985314,0.748325755349758,0.103448275862069,0.275862068965517,0.954248366013071,0.0,0.220728291316526,0.0,1.0,0.661630036630037,1.0,0.685182420080427,0.705882352941177,0.441176470588235,0.75,0.621428571428571,0.0833333333333333,0.375
405,game_2023_405,AUG,LEX,3,1,4.03,0.87,25,10,9,4,0,0,1,0,0.65,0.389669429205849,0.294203728647082,0.446569169145241,0.725373218884525,0.719933163806639,0.329672883333663,0.247747526967967,0.809037778033173,0.793103448275862,0.413793103448276,0.928104575163398,0.200435729847494,0.801120448179272,0.503641456582633,0.271978021978022,0.649267399267399,0.733429606556675,0.386439854389985,0.205882352941176,0.147058823529412,0.0357142857142857,0.95,0.854166666666667,0.666666666666667
406,game_2023_406,JAC,CHM,3,1,2.93,1.24,20,13,5,2,0,0,0,0,0.56,0.523648959926068,0.0,0.714363072881088,0.806760390053371,0.553497616834444,0.0,0.251752609759691,0.384932177530867,0.655172413793103,0.0344827586206896,0.882352941176469,0.67755991285403,0.761344537815127,0.2593837535014,0.150641025641026,0.496336996336996,0.232189840519893,0.446709634694757,0.0,0.0294117647058823,0.342857142857143,0.642857142857143,0.916666666666667,0.520833333333333
407,game_2023_407,REN,FOR,2,1,2.72,0.76,13,12,3,3,0,0,0,0,0.53,0.224962223665508,1.0,0.60617608110139,1.0,0.372213484856172,0.691560655382254,0.341062682414029,0.060199644137893,0.413793103448276,0.517241379310345,0.734204793028321,0.910675381263615,0.487394957983194,0.824089635854342,0.198717948717948,0.72985347985348,0.137048030571805,0.443854489062318,0.205882352941176,0.676470588235294,0.535714285714286,1.0,0.625,0.354166666666667
408,game_2023_408,BOI,SJU,0,0,1.39,0.06,15,13,2,2,0,0,1,0,0.53,0.383718314944547,0.249700841341583,0.831697135513398,0.905336841357923,0.320423927403879,0.148691448574762,0.694304221825842,0.380988633170811,0.448275862068966,0.0,0.366013071895425,0.285403050108932,0.814005602240896,0.174229691876751,0.155677655677656,0.643315018315019,0.050581028680159,0.908708681025879,0.352941176470588,0.735294117647059,0.571428571428571,0.378571428571429,0.541666666666667,0.0
409,game_2023_409,OAK,SFS,3,0,0.44,0.34,6,6,9,1,0,0,0,0,0.32,0.209834197560421,0.497373005375335,0.426057792980839,0.517567523755997,0.547658091493348,0.745935433683392,0.597764579041982,0.0096411649249535,0.551724137931035,0.689655172413793,0.261437908496732,0.965141612200435,0.373109243697479,0.743417366946779,0.0329670329670323,0.305860805860806,0.0088485367998727,0.289391349271685,0.294117647058824,0.441176470588235,0.407142857142857,0.528571428571429,0.645833333333333,0.625
410,game_2023_410,SAS,FAR,1,0,1.61,1.08,13,11,5,4,0,0,0,0,0.67,0.121748313236144,0.796547148511553,0.436144021577213,0.55960761757585,0.439138528678609,1.0,0.546453040500561,0.400218581745265,0.551724137931035,1.0,0.494553376906319,0.660130718954248,0.473949579831933,1.0,0.133699633699634,0.0810439560439559,0.0427675398948521,0.106827842274156,0.235294117647059,0.176470588235294,0.542857142857143,0.371428571428571,0.6875,1.0
411,game_2023_411,MAN,PRO,2,3,3.03,1.59,16,12,12,4,0,0,0,0,0.53,0.313397143954351,0.142585531070856,0.689686592918579,0.131423538405976,0.379593703627665,0.883786867224716,0.42837148390396,0.458309759699621,0.379310344827586,0.896551724137931,0.503267973856209,0.335511982570806,0.415126050420168,0.332773109243698,0.237179487179488,0.440934065934066,0.18370676960206,0.218873791712534,0.382352941176471,0.205882352941176,0.542857142857143,0.835714285714286,0.479166666666667,0.916666666666667
412,game_2023_412,ALB,BAK,1,0,0.67,0.77,16,17,5,3,0,0,0,0,0.52,0.39200440805192,0.23840648707891,0.519355407497304,0.745151014337419,0.633844957065494,0.261356334719516,0.464060606079411,0.749181667147452,0.551724137931035,0.275862068965517,0.357298474945534,0.217864923747277,0.36638655462185,0.345098039215687,0.512820512820513,0.399267399267399,0.395080968334526,0.145908953432375,0.794117647058824,0.323529411764706,0.728571428571429,0.864285714285714,0.291666666666667,0.458333333333333
413,game_2023_413,SPR,LAR,2,5,1.76,0.93,20,2,3,6,0,0,0,0,0.58,0.0208471564316035,0.405192109985864,0.0,0.518452627777258,0.950464160499166,0.64865755137818,0.632968549464841,0.305302378740333,0.862068965517241,0.517241379310345,0.0392156862745094,0.577342047930282,0.0106442577030812,0.456022408963586,0.417124542124541,0.0068681318681318,0.318344676303503,0.0,0.735294117647059,0.382352941176471,0.671428571428571,0.371428571428571,0.520833333333333,0.5625
414,game_2023_414,DES,AUG,2,3,2.17,2.05,15,19,3,6,0,0,0,0,0.47,0.279935230979336,0.389669429205849,0.29816381400806,0.446569169145241,0.796126484273434,0.719933163806639,0.0705744767440761,0.247747526967967,0.586206896551724,0.793103448275862,0.758169934640522,0.928104575163398,0.150140056022409,0.801120448179272,0.183150183150183,0.271978021978022,0.253880983182406,0.733429606556675,0.352941176470588,0.205882352941176,0.371428571428571,0.0357142857142857,0.625,0.854166666666667
415,game_2023_415,DOV,TOL,2,1,0.74,1.77,12,17,4,6,0,0,0,0,0.48,0.297557210782622,0.124204228897042,0.550210590676536,0.373346352947471,0.501869450945742,0.514045213920212,1.0,0.45560323715552,0.793103448275862,0.517241379310345,0.13507625272331,0.553376906318083,0.782072829131654,0.309803921568627,0.0,0.443223443223443,0.328796683137871,0.288363210743547,0.588235294117647,0.352941176470588,0.0,0.75,0.583333333333333,0.583333333333333
416,game_2023_416,LEX,WIC,2,2,2.41,1.89,22,17,9,6,0,0,0,0,0.47,0.294203728647082,0.0665497054933212,0.725373218884525,0.718898632367245,0.329672883333663,0.123380488508384,0.809037778033173,0.122191472985314,0.413793103448276,0.103448275862069,0.200435729847494,0.954248366013071,0.503641456582633,0.220728291316526,0.649267399267399,1.0,0.386439854389985,1.0,0.147058823529412,0.705882352941177,0.95,0.75,0.666666666666667,0.0833333333333333
417,game_2023_417,TUC,TAC,3,7,2.41,0.7,17,12,6,3,0,0,0,0,0.53,0.330244762022986,0.0531921335542789,0.585087427873677,0.358690191147554,0.498261064597546,0.449783007144655,0.358889114595143,0.345131313424925,0.344827586206897,0.379310344827586,0.440087145969498,0.516339869281046,0.290196078431373,0.0577030812324929,0.566849816849817,0.724816849816851,0.559226708083404,0.489138676077906,1.0,0.852941176470588,0.621428571428571,0.935714285714286,0.0208333333333333,0.145833333333333
418,game_2023_418,LRO,MOB,4,3,3.05,1.18,25,11,9,3,1,0,2,0,0.53,0.712425083514106,0.283240732138344,0.737740776520077,0.780875366691122,0.704442482155434,0.272733512626436,0.148860795196459,0.0,0.689655172413793,0.0,1.0,0.607843137254901,0.970868347338936,0.100280112044819,0.254120879120879,0.681318681318681,0.195066855804243,0.599035652355132,0.0294117647058823,0.352941176470588,0.557142857142857,0.742857142857143,0.916666666666667,0.270833333333333
419,game_2023_419,ANC,EUG,0,0,1.97,0.67,19,14,5,5,0,0,0,0,0.47,0.469224306597343,0.0736094343804694,0.736454473708852,0.44220648876546,0.481491009656465,0.379832657733635,0.7266495916312,0.748325755349758,0.724137931034483,0.275862068965517,0.400871459694989,0.0,0.92717086834734,0.0,0.167582417582417,0.661630036630037,0.384319798628673,0.685182420080427,0.088235294117647,0.441176470588235,0.207142857142857,0.621428571428571,0.895833333333333,0.375
420,game_2023_420,JAC,MAN,1,1,1.14,1.08,15,3,4,0,0,0,0,0,0.54,0.523648959926068,0.313397143954351,0.714363072881088,0.689686592918579,0.553497616834444,0.379593703627665,0.251752609759691,0.42837148390396,0.655172413793103,0.379310344827586,0.882352941176469,0.503267973856209,0.761344537815127,0.415126050420168,0.150641025641026,0.237179487179488,0.232189840519893,0.18370676960206,0.0,0.382352941176471,0.342857142857143,0.542857142857143,0.916666666666667,0.479166666666667
421,game_2023_421,PRO,CHM,0,1,0.94,0.97,16,16,2,6,0,0,0,0,0.42,0.142585531070856,0.0,0.131423538405976,0.806760390053371,0.883786867224716,0.0,0.458309759699621,0.384932177530867,0.896551724137931,0.0344827586206896,0.335511982570806,0.67755991285403,0.332773109243698,0.2593837535014,0.440934065934066,0.496336996336996,0.218873791712534,0.446709634694757,0.205882352941176,0.0294117647058823,0.835714285714286,0.642857142857143,0.916666666666667,0.520833333333333
422,game_2023_422,TAC,SJU,2,0,2.1,0.36,13,15,6,7,0,0,0,0,0.59,0.0531921335542789,0.249700841341583,0.358690191147554,0.905336841357923,0.449783007144655,0.148691448574762,0.345131313424925,0.380988633170811,0.379310344827586,0.0,0.516339869281046,0.285403050108932,0.0577030812324929,0.174229691876751,0.724816849816851,0.643315018315019,0.489138676077906,0.908708681025879,0.852941176470588,0.735294117647059,0.935714285714286,0.378571428571429,0.145833333333333,0.0
423,game_2023_423,BAK,FAR,1,2,0.25,1.59,17,8,7,3,0,0,0,0,0.46,0.23840648707891,0.796547148511553,0.745151014337419,0.55960761757585,0.261356334719516,1.0,0.749181667147452,0.400218581745265,0.275862068965517,1.0,0.217864923747277,0.660130718954248,0.345098039215687,1.0,0.399267399267399,0.0810439560439559,0.145908953432375,0.106827842274156,0.323529411764706,0.176470588235294,0.864285714285714,0.371428571428571,0.458333333333333,1.0
424,game_2023_424,TUC,LAR,0,3,2.02,0.78,25,6,4,5,0,0,1,0,0.43,0.330244762022986,0.405192109985864,0.585087427873677,0.518452627777258,0.498261064597546,0.64865755137818,0.358889114595143,0.305302378740333,0.344827586206897,0.517241379310345,0.440087145969498,0.577342047930282,0.290196078431373,0.456022408963586,0.566849816849817,0.0068681318681318,0.559226708083404,0.0,1.0,0.382352941176471,0.621428571428571,0.371428571428571,0.0208333333333333,0.5625
425,game_2023_425,TOL,LRO,1,1,1.3,1.07,11,13,3,7,0,0,1,0,0.55,0.124204228897042,0.712425083514106,0.373346352947471,0.737740776520077,0.514045213920212,0.704442482155434,0.45560323715552,0.148860795196459,0.517241379310345,0.689655172413793,0.553376906318083,1.0,0.309803921568627,0.970868347338936,0.443223443223443,0.254120879120879,0.288363210743547,0.195066855804243,0.352941176470588,0.0294117647058823,0.75,0.557142857142857,0.583333333333333,0.916666666666667
426,game_2023_426,EUG,SFS,2,1,1.12,0.89,17,10,8,1,0,0,0,0,0.32,0.0736094343804694,0.497373005375335,0.44220648876546,0.517567523755997,0.379832657733635,0.745935433683392,0.748325755349758,0.0096411649249535,0.275862068965517,0.689655172413793,0.0,0.965141612200435,0.0,0.743417366946779,0.661630036630037,0.305860805860806,0.685182420080427,0.289391349271685,0.441176470588235,0.441176470588235,0.621428571428571,0.528571428571429,0.375,0.625
427,game_2023_427,FOR,BOI,6,3,2.82,0.82,11,1,8,6,0,0,0,0,0.45,1.0,0.383718314944547,1.0,0.831697135513398,0.691560655382254,0.320423927403879,0.060199644137893,0.694304221825842,0.517241379310345,0.448275862068966,0.910675381263615,0.366013071895425,0.824089635854342,0.814005602240896,0.72985347985348,0.155677655677656,0.443854489062318,0.050581028680159,0.676470588235294,0.352941176470588,1.0,0.571428571428571,0.354166666666667,0.541666666666667
428,game_2023_428,ANC,WIC,1,0,0.94,0.27,15,16,3,2,0,0,0,0,0.44,0.469224306597343,0.0665497054933212,0.736454473708852,0.718898632367245,0.481491009656465,0.123380488508384,0.7266495916312,0.122191472985314,0.724137931034483,0.103448275862069,0.400871459694989,0.954248366013071,0.92717086834734,0.220728291316526,0.167582417582417,1.0,0.384319798628673,1.0,0.088235294117647,0.705882352941177,0.207142857142857,0.75,0.895833333333333,0.0833333333333333
